,data_clean
2870,crew genuine smile attentive
2871,captain provide information flight destination time
2872,food delicious sea food special meal asparagus salad tuna starter sea bream grill vegetable main dish good selection drink sweet
2873,request concern mile bonus account ask help online contact form
2874,receive detailed mail addition phone issue solve immediately
2875,aegean consistent year excellent service airline hope like future
2876,tel aviv rome athen aegean airline
2877,cheap price comfortable seat pleasant crew comfortable flight
2878,truthfully airline meet expectation happily fly
2879,december flight heraklion warsaw athen aegean airline
2880,food business class delicious service excellent
2881,ground staff polite flight time
2882,complaint flight greece
2883,passenger onboard handbag bag slow stand wait store bag
2884,long distance flight athen london athen moscow like improvement flight entertainment large food portion
2885,zurich athen pleasant flight aegean airline prefer alternative
2886,start mobile check quick easy navigate website process
2887,boarding smooth crew genuinely friendly professional
2888,like fact flexible term provide extra service ask passenger fly economy
2889,
2890,food good expect short european flight shrimp fish steam vegetable hour flight economy flight
2891,leg space plenty airplane new clean
2892,aegean good airline
2893,fly athen berlin round trip business class
2894,board athen fast
2895,aircraft clean new crew friendly offer service smile
2896,
2897,order special meal dietary restriction deliver correctly
2898,service ingredient comparable airline similar route
2899,drink offer multiple time flight
2900,coffee offer dessert delicious
2901,depart time land time
2902,efficient airline deliver fly service
2903,business class experience probably good inflight entertainment add 2h30 flight hardly time offer meal relax bit complain
2904,highlight flight cabin service crew
2905,flight berlin athen
2906,experience berlin tegel airport comparison athen airport good common airline airport old
2907,athen airport good
2908,flight equally good
2909,flight depart delay land early
2910,fly aegean airline second thought
2911,fly athen london heathrow aegean airline
2912,excellent inflight service smile efficient cabin crew flight time clean cabin
2913,economy class hot meal improve term quantity appearance plus intra european flight
2914,prefer wide ife choice
2915,madrid athen flight completely board timely manner
2916,departure arrival time despite strike air traffic controller france
2917,check use mobile phone app choose seat 11a
2918,check hand luggage want carry worry store cabin
2919,free catering food tasty plenty ask second bread
2920,plenty drink
2921,drop screen demonstrate area tourist greece route map flight datum
2922,flight magazine provide
2923,announcement greek english spanish cabin crew member fluent spanish
2924,good leg space
2925,quick disembarcation use bridge luggage long
2926,
2927,pleasure fly aegean airline
2928,athen lyon return aegean airline
2929,a320 clean
2930,flight time
2931,food service good
2932,staff friendly announcement greek english french
2933,ife tablet uploaded movie
2934,dropdown screen flight direction advertisement greece
2935,bore hour flight
2936,seat standard comfortable
2937,fly non short notice thessaloniki
2938,website easy use booking complete minute
2939,check board smooth
2940,welcome friendly crew
2941,seat standard seat middle seat free
2942,good service onboard flight high quality food drink
2943,flight pleasant flight day later
2944,lounge skg quiet boarding lounge seperate bus plane
2945,aegean airline munich thessaloniki high level service cabin crew able combine friendliness efficiency
2946,sleep time exhaust wake minute land serve dinner manage end mastiha
2947,aegean airline preferred airline fly greece consider stopover destination home come feeling rare nowadays flight industry
2948,athen barcelona aegean airline pleasant flight leave time crew friendly smile efficient
2949,breakfast serve passenger hand luggage ask check hand luggage free charge order space cabin
2950,good leg space height 185
2951,use mobile check straight gate convenient
2952,rome athen aegean airline
2953,aircraft clean seat spotless
2954,set airline apart flight attendant amazing genuine smile passenger
2955,crew genuinely happy job
2956,sit row family speak lady feel way
2957,mention girl feel genuine smile aegean
2958,wife fly aegean airline santorini athen airbus a320 overnight athen heathrow day airbus a321
2959,flight leave arrive time
2960,choc chip cookie serve short athen leg meal bar service flight london
2961,thessaloniki munich aegean airline
2962,aircraft clean cabin crew service polite professional space seat comfortable
2963,meal plenty tasty
2964,gluten free passenger meal hindu meal indian like kind food
2965,overall experience good excellent
2966,athen rome flight aegean airline improve service year
2967,hour flight service equal intercontinental flight
2968,ife sure need short flight regional carrier case airline europe offer value money
2969,
2970,fly aegean airline london heathrow samo athen time fly airline
2971,good cabin crew leg room lot airline plenty leg room
2972,meal good complementary drink
2973,fly summer use thomson tui direct samo aegean airline good good price luggage allowance flexi ticket
2974,recommend use
2975,fly aegean airline january athen frankfurt
2976,flight nearly cabin crew great job provide meal service round drink service
